# v3.0 | 20260301 | BIM Template formulas_with_dependencies
Discipline,Parameter_Name,Data_Type,Revit_Formula,Description,Input_Parameters,Unit,Parameter_GUID,Parameter_Description,Dependency_Level,Uses_Builtin_Geometry,Builtin_Inputs
ARCHITECTURAL,BLE_STAIR_WIDTH_MM,TEXT,"if(BLE_STAIR_WIDTH_MM < 1000, "" [!WIDTH < 1000]"", """")",Warning: [!STAIR WIDTH < 1000mm]. Std: BS 9999 / Uganda NBC. Sev: CRITICAL. Scope: Stairs (escape).,"BLE_STAIR_WIDTH_MM, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,dcaea437-8a54-5727-8011-81e5713d7054,Ble Stair Width Mm [ISO 19650-1:2018],2,False,
REGULATORY,PER_ACOUSTICS_BACKGROUND_NOISE_DB,TEXT,"if(PER_ACOUSTICS_BACKGROUND_NOISE_DB > 40, "" [!NOISE > 40dB]"", """")",Warning: [!BACKGROUND NOISE > 40 dB]. Std: CIBSE Guide A / BB93. Sev: MEDIUM. Scope: Rooms (offices).,"PER_ACOUSTICS_BACKGROUND_NOISE_DB, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,8c9fd02a-9caa-56df-8791-63e6d6ccd7c1,Per Acoustics Background Noise Db [ISO 19650-1:2018],2,False,
MULTI,ASS_DESIGN_LTG_LVL_LUX_NR,TEXT,"if(ASS_DESIGN_LTG_LVL_LUX_NR < 300, "" [!LUX < 300]"", """")",Warning: [!ILLUMINANCE < 300 lux]. Std: BS EN 12464-1 / CIBSE. Sev: MEDIUM. Scope: Rooms (offices).,"ASS_DESIGN_LTG_LVL_LUX_NR, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,bfacc484-130a-5d4f-ab93-6980d071f989,Ass Design Ltg Lvl Lux Nr [ISO 19650-3:2020],2,False,
COSTING,BLE_STRUCT_CONCRETE_GRADE_TXT,TEXT,(text comparison via lookup table),"Warning: [!CHECK GRADE vs EXPOSURE]. Std: BS 8500 / UNBS. Sev: HIGH. Scope: Str Columns, Str Framing, Str Foundations.","BLE_STRUCT_CONCRETE_GRADE_TXT, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,9499fb71-5eab-5b17-9f5b-8741104bd98c,Ble Struct Concrete Grade Txt [ISO 19650-1:2018],2,False,
SUSTAINABILITY,WARN_PER_SUST_CARBON_FOOTPRINT_KG_WALLS__FLOORS__,TEXT,"if(PER_SUST_CARBON_FOOTPRINT_KG > THRESHOLD, "" [!CO2]"", """")","Warning: [!EMBODIED CARBON HIGH]. Std: EDGE / IFC Performance. Sev: MEDIUM. Scope: Walls, Floors, Roofs.","PER_SUST_CARBON_FOOTPRINT_KG, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,6e84d561-9ed6-5f1a-9e4c-5a999c6133f9,Warn Per Sust Carbon Footprint Kg Walls  Floors   [ISO 19650-3:2020],2,False,
REGULATORY,RGL_PLOT_FAR_NR,NUMBER,RGL_TOTAL_FLOOR_AREA_SQ_M / RGL_PLOT_AREA_SQ_M,Floor area ratio = GFA/plot. KCCA zone limit.,"RGL_TOTAL_FLOOR_AREA_SQ_M, RGL_PLOT_AREA_SQ_M",ratio,7a18ce43-c3be-5ad8-9d8c-16c1aaec5026,Rgl Plot Far Nr [ISO 19650-3:2020],1,False,
REGULATORY,RGL_WINDOW_WALL_RATIO_PCT,NUMBER,RGL_WINDOW_AREA_SQ_M / (BLE_WALL_LENGTH_MM * BLE_WALL_HEIGHT_MM / 1000000) * 100,Window-to-wall ratio for ASHRAE 90.1 energy compliance.,"RGL_WINDOW_AREA_SQ_M, BLE_WALL_LENGTH_MM, BLE_WALL_HEIGHT_MM",%,68c643e9-c5af-50a6-8076-0c2e1d22a15c,Rgl Window Wall Ratio Pct [ISO 19650-3:2020],1,False,
REGULATORY,RGL_PARKING_SPACES_NR,NUMBER,RGL_TOTAL_FLOOR_AREA_SQ_M / RGL_PARKING_PROVISION_M2_NR,Required parking = GFA / provision rate (KCCA 1 per 30-50m2).,"RGL_TOTAL_FLOOR_AREA_SQ_M, RGL_PARKING_PROVISION_M2_NR",spaces,222a0812-8771-5cb3-88f2-faef4124ea13,Rgl Parking Spaces Nr [ISO 19650-3:2020],1,False,
REGULATORY,RGL_ACCESS_RAMP_SLOPE_PCT,NUMBER,(RGL_ACCESS_RAMP_RISE_MM / RGL_ACCESS_RAMP_LENGTH_MM) * 100,Ramp gradient. Uganda PWD Act 2020 max 8.33% (1:12).,"RGL_ACCESS_RAMP_RISE_MM, RGL_ACCESS_RAMP_LENGTH_MM",%,74e40f15-4c6e-551e-80b5-ce6078a9a80b,Rgl Access Ramp Slope Pct [ISO 19650-3:2020],0,False,
SUSTAINABILITY,PER_SUST_GLAZING_RATIO_PCT,NUMBER,PER_SUST_GLAZING_AREA_SQ_M / (PER_SUST_GLAZING_AREA_SQ_M + BLE_WALL_LENGTH_MM * BLE_WALL_HEIGHT_MM / 1000000) * 100,Glazing ratio for EDGE / energy compliance.,"PER_SUST_GLAZING_AREA_SQ_M, BLE_WALL_LENGTH_MM, BLE_WALL_HEIGHT_MM",%,2bf18117-9e9b-5575-a6c7-3dc5f2b71bcd,Per Sust Glazing Ratio Pct [ISO 19650-3:2020],1,False,
SUSTAINABILITY,PER_SUST_SOLAR_GAIN_W,NUMBER,PER_THERM_SOLAR_IRRADIANCE_W_M2 * PER_SUST_GLAZING_AREA_SQ_M * PER_SUST_TRANSMITTANCE_NR,Solar gain = irradiance x glazing x SHGC. Tropical Uganda critical.,"PER_THERM_SOLAR_IRRADIANCE_W_M2, PER_SUST_GLAZING_AREA_SQ_M, PER_SUST_TRANSMITTANCE_NR",W,cb75e3b5-7c02-5282-ac2a-93291ae188d8,Per Sust Solar Gain W [ISO 19650-3:2020],1,False,
SUSTAINABILITY,PER_SUST_CARBON_PER_M2_KG,NUMBER,PER_SUST_CARBON_FOOTPRINT_KG / BLE_ELE_AREA_SQ_M,Embodied carbon intensity = kgCO2e / m2 (EDGE benchmark).,"PER_SUST_CARBON_FOOTPRINT_KG, BLE_ELE_AREA_SQ_M",kgCO2e/m2,d47154d0-dddd-5661-a17f-373bbdbd2e5a,Per Sust Carbon Per M2 Kg [ISO 19650-3:2020],1,False,
SUSTAINABILITY,PER_ACOUSTICS_RT60_S,NUMBER,0.161 * ASS_ROOM_VOLUME_CU_M / PER_ACOUSTICS_TOTAL_ABSORPTION_M2,Reverberation time RT60 = 0.161V/A (Sabine). Target 0.4-0.8s offices.,"ASS_ROOM_VOLUME_CU_M, PER_ACOUSTICS_TOTAL_ABSORPTION_M2",s,1be75af3-1195-585d-9cb9-2dc46902ab9d,Per Acoustics Rt60 S [ISO 19650-3:2020],2,False,
CONSTRUCTION,CST_S_MAS_BLOCKS_NR,NUMBER,CST_S_MAS_WALL_AREA_SQ_M * 12.5 * (1 + CST_S_MAS_WASTAGE_FCT_PCT / 100),Block count = area x 12.5/m2 x (1+wastage%). 400x200mm block.,"CST_S_MAS_WALL_AREA_SQ_M, CST_S_MAS_WASTAGE_FCT_PCT",nr,85a6339a-7452-5a7c-bb42-a576da94a6fb,Cst S Mas Blocks Nr [ISO 19650-3:2020],1,False,
CONSTRUCTION,CST_S_MAS_NET_WALL_AREA_SQ_M,AREA,CST_S_MAS_WALL_AREA_SQ_M - CST_S_MAS_OPENING_AREA_SQ_M,Net masonry = gross wall minus openings.,"CST_S_MAS_WALL_AREA_SQ_M, CST_S_MAS_OPENING_AREA_SQ_M",m2,206141dc-617d-5039-9f78-94fd3f4e5b8b,Cst S Mas Net Wall Area Sq M [ISO 19650-3:2020],0,False,
CONSTRUCTION,CST_S_REI_TOTAL_WEIGHT_KG,NUMBER,CST_S_REI_UNIT_WT_KG * (CST_S_REI_LENGTH_M / (CST_S_REI_SPACING_MM / 1000)),Rebar weight = unit wt x (length / spacing).,"CST_S_REI_UNIT_WT_KG, CST_S_REI_LENGTH_M, CST_S_REI_SPACING_MM",kg,9699ba2e-e621-5621-9ea4-7b9dda1c3e8f,Cst S Rei Total Weight Kg [ISO 19650-3:2020],0,False,
CONSTRUCTION,CST_S_REI_LAP_LENGTH_MM,LENGTH,CST_S_REI_DIAMETER_MM * 40,Lap = 40d (BS 8666 tension lap C25+).,CST_S_REI_DIAMETER_MM,mm,8e0dba14-5377-57bf-8dce-5088f2a9a57c,Cst S Rei Lap Length Mm [ISO 19650-3:2020],0,False,
CONSTRUCTION,CST_TOTAL_EQUIPMENT_COST,CURRENCY,ASS_CST_UNIT_PRICE_UGX_NR * ASS_CST_QUANTITY_NR,Equipment cost = unit price x quantity.,"ASS_CST_UNIT_PRICE_UGX_NR, ASS_CST_QUANTITY_NR",UGX,a7b8c9d0-e1f2-3456-abcd-7890123456a7,Total equipment cost in UGX [ISO 19650-3:2020],0,False,
CONSTRUCTION,CST_S_FRM_FORMWORK_AREA_SQ_M,AREA,CST_S_FRM_SLAB_AREA_SQ_M + CST_S_FRM_BEAM_AREA_SQ_M + CST_S_FRM_COLUMN_AREA_SQ_M,Total formwork area = slab + beam + column soffit areas.,"CST_S_FRM_SLAB_AREA_SQ_M, CST_S_FRM_BEAM_AREA_SQ_M, CST_S_FRM_COLUMN_AREA_SQ_M",m2,e7d06e84-1f02-51ff-9610-ed5638f9411f,Cst S Frm Formwork Area Sq M [ISO 19650-3:2020],0,False,
PLUMBING,PLM_PPE_VELOCITY_CALC_MPS,NUMBER,PLM_PPE_FLW_LPS / 1000 / (3.14159 * (PLM_PPE_SZ_MM / 2000) ^ 2),Pipe velocity = Q/A. >2.0m/s warning (BS EN 806-3).,"PLM_PPE_FLW_LPS, PLM_PPE_SZ_MM",m/s,4d308f43-a59f-5f8f-b612-dc5f7d261431,Plm Ppe Velocity Calc Mps [ISO 19650-3:2020],0,False,
PLUMBING,PLM_DRN_TRAP_EFFECTIVE_SEAL_MM,NUMBER,PLM_DRN_TRAP_SEAL_DEPTH_MM - 13,Trap seal = depth minus 13mm evap. Min 25mm (BS EN 12056).,PLM_DRN_TRAP_SEAL_DEPTH_MM,mm,b3ca7441-caaa-57ee-8109-0dc65fcf156f,Plm Drn Trap Effective Seal Mm [ISO 19650-3:2020],0,False,
FIRE,FLS_SFTY_HEADS_PER_ZONE_NR,NUMBER,FLS_SFTY_COVERAGE_AREA_SQ_M / 21,Sprinkler heads/zone = area / 21m2 (BS EN 12845 OH).,FLS_SFTY_COVERAGE_AREA_SQ_M,nr,a83fffc0-82dc-537b-b362-1e374b217e03,Fls Sfty Heads Per Zone Nr [ISO 19650-3:2020],0,False,
